"","Date.Sampled","doy","Sample","Rep","NEP","GPP","Resp","time","id","BGT1","BGT2","NAGT1","NAGT2","PT1","PT2"
"76","09/01/17",244,"H","A",0.53432398,0.658837868,-0.124513889,17,1,8.028700985,161.4416545,6.347423363,87.08455726,49.68904968,125.6687695
"77","09/01/17",244,"H","B",0.264184322,0.342000281,-0.077815959,17,2,6.707785654,68.62195295,6.473966943,45.01296433,54.99320332,100.5623734
"78","09/01/17",244,"H","C",0.202373311,0.436086546,-0.233713235,17,3,6.262286961,148.5490549,7.001099208,109.5089774,49.8584832,116.3119215
"79","09/01/17",244,"So","A",0.201670918,0.259614692,-0.057943773,17,4,7.312772427,104.7434322,7.236298864,65.68624175,47.90297129,106.4329148
"80","09/01/17",244,"So","B",0.117226027,0.266061994,-0.148835967,17,5,7.22014197,194.3314781,7.783901557,276.6350839,49.34922769,119.948799
"81","09/01/17",244,"So","C",0.051818772,0.427885221,-0.37606645,17,6,7.317637221,217.13487,7.747402192,229.0412358,49.12802919,123.2695187
"82","09/01/17",244,"Sh","A",0.241731272,0.489691177,-0.247959906,17,7,7.208389717,163.6447666,7.15264652,111.1940947,51.99344829,118.438005
"83","09/01/17",244,"Sh","B",0.220433362,0.794637908,-0.574204545,17,8,7.761315147,152.6122099,6.802350892,66.26189206,48.11034972,102.7056212
"84","09/01/17",244,"Sh","C",-0.099035279,0.292583067,-0.391618346,17,9,6.521253539,274.3674253,6.568852885,220.7830717,51.61380738,153.5545199
"85","09/01/17",244,"F","A",0.034960793,0.310371915,-0.275411122,17,10,7.644470822,302.5323474,8.499494625,182.8982027,49.59201772,130.6232827
"86","09/01/17",244,"F","B",-0.373541667,0,-0.362929687,17,11,6.554032635,190.3104205,6.945913066,145.0393358,48.74552155,115.3764359
"87","09/01/17",244,"F","C",-0.466958643,0.039232763,-0.506191406,17,12,7.30734024,439.5787758,6.128712863,296.4083955,51.50278751,194.2177481
"88","09/01/17",244,"T","A",-0.44331675,0.319007143,-0.762323893,17,13,2.323505034,75.68891705,2.480202284,27.42668224,20.74254583,127.7461545
"89","09/01/17",244,"T","B",-0.482058538,0.559330351,-1.041388889,17,14,7.247994278,247.7693902,9.627224571,548.364771,57.06150941,148.0042561
"90","09/01/17",244,"T","C",-0.626766542,0.527816792,-1.154583333,17,15,3.588307337,225.2478359,3.879969598,222.9219063,25.0704825,606.5213972
"91","09/05/17",248,"H","A",0.799564394,0.226289134,0.57327526,21,1,3.61558914,39.25744336,3.822237961,20.73177474,46.22738882,134.3939232
"92","09/05/17",248,"H","B",0.64348456,0.211050314,0.432434246,21,2,3.351350419,11.60985101,3.870390886,7.018980085,47.22884784,64.05565603
"93","09/05/17",248,"H","C",0.768693182,0.22127093,0.547422252,21,3,3.660525579,24.9076552,4.035423317,13.85645855,53.20959223,97.9851924
"94","09/05/17",248,"So","A",0.548184524,0.115750277,0.432434246,21,4,4.081948335,80.64365481,3.982210804,37.65726951,54.93651355,193.720147
"95","09/05/17",248,"So","B",0.548184524,0.29226224,0.255922284,21,5,3.787029678,34.92701018,3.904957233,10.31822593,56.95648442,104.5868435
"96","09/05/17",248,"So","C",0.263830128,-0.276516106,0.540346235,21,6,3.964577662,50.8679806,4.121204501,20.30997478,54.75839017,116.3886562
"97","09/05/17",248,"Sh","A",0.440113449,0.186739045,0.253374404,21,7,4.078315472,61.87674928,3.988547139,24.721675,52.14849631,155.3612014
"98","09/05/17",248,"Sh","B",0.316236979,0.096999983,0.219236996,21,8,3.615561188,28.57871581,4.274101321,13.50991962,50.81606372,96.08222559
"99","09/05/17",248,"Sh","C",0.302012411,0.059073347,0.242939064,21,9,NA,NA,4.125611497,13.03329959,29.8715869,78.27216202
"100","09/05/17",248,"F","A",0.396422683,0.506840262,-0.110417579,21,10,NA,NA,3.862037398,23.33168507,29.24493734,64.99218005
"101","09/05/17",248,"F","B",-0.224633467,-0.024677617,-0.19995585,21,11,NA,NA,3.939444066,8.315815666,38.37285865,50.27646546
"102","09/05/17",248,"F","C",-0.336829955,-0.195066222,-0.141763733,21,12,NA,NA,3.971059251,54.43567076,37.78142021,150.946943
"103","09/05/17",248,"T","A",-0.796772231,-0.877253594,0.080481362,21,13,NA,NA,4.43676161,62.23337226,43.99388957,184.2752528
"104","09/05/17",248,"T","B",-0.548714331,-0.22881189,-0.319902441,21,14,NA,NA,3.882739754,16.59247408,26.29527386,28.66878509
"105","09/05/17",248,"T","C",-0.389495772,0.161748222,-0.551243994,21,15,NA,NA,3.708204401,27.840566,34.71231998,93.46826464
"106","09/08/17",251,"H","A",0.487626404,1.123424597,-0.635798193,24,1,5.91278103,104.371854,5.741892315,86.52124843,55.08726166,104.3906915
"107","09/08/17",251,"H","B",0.69366573,0.787325005,-0.093659274,24,2,6.704638567,97.96176518,7.146264537,69.38505198,52.41570312,105.4317145
"108","09/08/17",251,"H","C",0.418946629,0.611194613,-0.192247984,24,3,6.058488422,144.221824,6.458664547,118.9389475,52.5109838,120.4025104
"109","09/08/17",251,"So","A",0.55630618,0.897526059,-0.34121988,24,4,5.914705624,141.3851202,6.572302398,95.66140284,52.33114707,116.8728851
"110","09/08/17",251,"So","B",0.590646067,0.983592496,-0.392946429,24,5,6.158188466,108.7387897,6.6454336,71.65477752,52.4266255,107.3207204
"111","09/08/17",251,"So","C",0.521966292,0.819135264,-0.297168972,24,6,6.705085593,93.34897568,6.384179113,57.31493057,52.97956998,99.63938913
"112","09/08/17",251,"Sh","A",0.453286517,0.896081792,-0.442795276,24,7,6.42700131,149.7724829,6.20139297,64.68772628,47.59625663,104.012767
"113","09/08/17",251,"Sh","B",0.10988764,0.434614203,-0.324726562,24,8,6.780075587,134.8674185,6.60118525,55.36922307,52.33885121,103.7643923
"114","09/08/17",251,"Sh","C",0.418946629,0.673435929,-0.2544893,24,9,6.085328423,168.5233212,6.646320712,66.9058433,50.62761342,107.9268724
"115","09/08/17",251,"F","A",-0.096151685,0.468079084,-0.564230769,24,10,6.612554632,227.2942036,6.617156591,91.01645527,47.09802353,107.6360768
"116","09/08/17",251,"F","B",-0.267851124,0.156757655,-0.424608779,24,11,7.293625869,175.9420292,7.196179616,79.91154783,52.17071732,111.8242624
"117","09/08/17",251,"F","C",-0.507648305,0.010281084,-0.517929389,24,12,7.230079238,147.6337989,7.687517538,96.74613461,55.93385412,124.4207462
"118","09/08/17",251,"T","A",-0.291960661,1.054092007,-1.346052669,24,13,5.860624469,98.53273889,6.017481283,71.91703667,48.61980253,100.9740381
"119","09/08/17",251,"T","B",-0.048838951,0.215423802,-0.264262753,24,14,5.563541745,94.28945644,5.882802546,59.29842537,45.58474401,95.92580741
"120","09/08/17",251,"T","C",-0.564361215,0.262283257,-0.826644472,24,15,6.570019667,224.8079407,8.414084021,307.2285182,47.6314371,142.2053489
"121","09/12/17",255,"H","A",0.37232343,0.227097367,0.145226064,28,1,6.485069773,80.15781965,6.11674161,53.42868654,44.75603671,88.94828009
"122","09/12/17",255,"H","B",-0.002243943,0.029994981,-0.032238924,28,2,5.673475228,118.6495621,5.849316184,47.680483,48.8530488,95.12286951
"123","09/12/17",255,"H","C",-0.190735132,0,-0.109612342,28,3,5.67053545,96.09669251,5.702430287,67.91622857,45.48783876,90.94456234
"124","09/12/17",255,"So","A",-0.104544214,0.134023824,-0.238568038,28,4,6.365273131,84.91149721,6.031108619,69.26471575,41.8402418,79.50313806
"125","09/12/17",255,"So","B",-0.077852074,0.1062078,-0.184059874,28,5,6.766947494,74.46692554,5.721837914,33.24065945,39.87985626,72.09264512
"126","09/12/17",255,"So","C",-0.022146739,0.056710478,-0.078857218,28,6,6.235152897,98.84220459,5.162196515,44.04781707,43.02091764,83.09182619
"127","09/12/17",255,"Sh","A",-0.019845779,0.110162066,-0.130007845,28,7,5.873832334,153.1185182,5.009661082,51.09185425,49.84896814,108.8690333
"128","09/12/17",255,"Sh","B",-0.015303112,0.217005989,-0.2323091,28,8,6.210074125,119.2521759,5.6956551,70.9640227,47.71783679,92.80475495
"129","09/12/17",255,"Sh","C",-0.041537017,0.399350588,-0.440887605,28,9,5.848695216,115.6578435,5.742100407,55.62110231,46.22486891,99.3545409
"130","09/12/17",255,"F","A",-0.470688291,0.072930406,-0.543618697,28,10,6.012011289,114.2152699,5.779521941,47.60751425,46.93291786,85.82193208
"131","09/12/17",255,"F","B",-0.238568038,0.361075949,-0.599643987,28,11,6.52782064,181.4843847,5.863944609,77.89813835,44.89898475,101.0718627
"132","09/12/17",255,"F","C",-0.393314873,0.361075949,-0.754390823,28,12,6.341363484,124.0671018,5.808730803,42.69713505,43.84043187,80.32370123
"133","09/12/17",255,"T","A",-0.375183093,0.297853529,-0.673036622,28,13,6.604192173,91.68329411,5.660543496,44.63691357,43.60278028,85.52305915
"134","09/12/17",255,"T","B",-0.433036412,0.24000021,-0.673036622,28,14,6.738583228,68.61564614,5.63591252,25.4219622,46.41873239,80.20063489
"135","09/12/17",255,"T","C",-0.47379278,0.34642913,-0.82022191,28,15,6.175207478,136.628282,5.317813906,74.35230308,44.09399678,105.379238
"136","09/15/17",258,"H","A",-0.103900507,-0.115946874,0.012046367,31,1,6.350939571,48.94198284,6.63726925,31.74184949,38.08744802,73.81793414
"137","09/15/17",258,"H","B",0.055556015,0.214243739,-0.158687725,31,2,4.950347271,167.9473511,5.110633175,123.9051626,43.43155004,112.8091738
"138","09/15/17",258,"H","C",0.136664852,0.443235641,-0.306570789,31,3,5.884598672,109.6981776,5.850787801,55.70217034,41.76607899,102.6016961
"139","09/15/17",258,"So","A",0.086922641,0.218587557,-0.131664916,31,4,6.114468099,101.3633329,6.025776379,74.87028168,39.33723625,74.84168688
"140","09/15/17",258,"So","B",0.116059021,0.44096731,-0.324908289,31,5,6.344107186,87.3902841,7.099507486,87.98384435,39.45217492,85.52749147
"141","09/15/17",258,"So","C",0.273659344,0.451867633,-0.178208289,31,6,6.526617914,111.9091021,6.353736281,42.82161009,38.80590475,86.22296324
"142","09/15/17",258,"Sh","A",-0.061625466,0.354097109,-0.415722575,31,7,7.03835807,105.957017,4.54037291,50.23597295,42.9425932,93.06162512
"143","09/15/17",258,"Sh","B",0.454197319,0.718654427,-0.264457108,31,8,6.5335806,108.6324285,6.018952301,44.21755274,43.48556207,86.72655894
"144","09/15/17",258,"Sh","C",-0.035834327,0.252687742,-0.288522069,31,9,7.03393759,128.3402958,6.283709759,75.53872511,41.86265447,90.16676854
"145","09/15/17",258,"F","A",-0.629030529,-0.023478762,-0.605551767,31,10,6.414843986,99.26246774,5.436420741,49.66565285,41.30383512,85.73487744
"146","09/15/17",258,"F","B",-0.551657111,0.150534972,-0.702192084,31,11,7.059182319,175.1967345,6.057005787,73.54543194,45.57920056,98.10600348
"147","09/15/17",258,"F","C",-0.555919206,0.117642232,-0.673561439,31,12,7.7844741,150.654607,6.694304157,60.53647677,43.90400385,106.4022731
"148","09/15/17",258,"T","A",-0.691926123,-0.261039944,-0.430886179,31,13,4.177555719,118.7901301,3.797276516,76.85520264,33.28871395,84.45804105
"149","09/15/17",258,"T","B",-0.567628422,0.089646646,-0.657275068,31,14,5.684375031,93.49286666,5.087553655,71.66015513,40.44174812,68.91499166
"150","09/15/17",258,"T","C",-0.314109222,0.410146538,-0.72425576,31,15,4.593008817,125.9877465,3.145781047,61.65097684,36.27526588,103.7995476
